position,discord_id,username,insc_held,balance,mined,exact_guesses,max_reward,fav_glyph,lucky_glyph
1109,937324277051584543,"DraxPart |  Web3Go",1,5858,32,0,0,"ᛇ",
1110,587606771280117760,"меня била мать",1,5855,33,0,0,"ᚠ",
1111,900705872240607283,NoOne,1,5853,7,1,3214,"ᛊ","ᛃ"
1112,968445225267757086,"gsviij | Web3Go⛓ SubQuery",1,5849,26,0,0,"ᚷ",
1113,970067229167222814,yash629gyt,1,5839,20,0,0,"ᛖ",
1114,1207735864067883098,DoryloG,1,5839,24,0,0,"ᚷ",
1115,948126932736811028,dhakadrabbho,1,5835,34,0,0,"ᚺ",
1116,985420002788265986,"ROSHAN Web3Go",1,5832,16,0,0,"ᛈ",
1117,840882174915772418,"¶∆™FActory$$Money™¶∆",1,5829,30,0,0,"ᛒ",
1118,1205860984787439666,Rasengandattebayo09,1,5815,11,0,0,"ᛟ",
1119,861251348648820756,rambabucb4u,1,5814,17,1,2472,"ᛜ","ᚺ"
1120,890596156382519326,Sagar99,1,5813,26,0,0,"ᛏ",
1121,816994045335306260,Shreyansh,1,5811,13,0,0,"ᚠ",
1122,947500333444268042,Nirmal,1,5800,23,1,2678,"ᛗ","ᛗ"
1123,1215190866134831154,Titir,1,5798,31,0,0,"ᛈ",
1124,891413068125462568,rakesh,1,5788,32,0,0,"ᛇ",
1125,767950217118875669,"Sahil kumar Inspect 2.0",1,5770,13,1,3308,"ᛟ","ᚦ"
1126,925304870427308083,PiyushD2hWeb3Go,1,5757,25,0,0,"ᛊ",
1127,954590393029259274,"Casper WY",1,5753,29,0,0,"ᛃ",
1128,938779446998106113,Randompoesss,1,5751,16,0,0,"ᛗ",
1129,1058075326632177675,"Thomas 🥷",1,5733,31,0,0,"ᚹ",
1130,1018583218913558611,GRAZIEL/LICK,1,5732,6,1,4591,"ᛟ","ᛟ"
1131,821705065088679936,"Raghu | Web3Go",1,5726,26,0,0,"ᚾ",
1132,1091351333069656146,"Whatsinthename | ReformDao",1,5725,33,0,0,"ᚹ",
1133,947863625710833664,laxman8211,1,5724,20,0,0,"ᛟ",
1134,1192468769314971730,Gadke,1,5713,33,0,0,"ᛇ",
1135,913333929606512650,anny2002,1,5709,33,0,0,"ᛈ",
1136,767469204831076352,Altamash,1,5697,29,0,0,"ᚹ",
1137,935449638729838602,"RobinX  🕵",1,5695,26,0,0,"ᛁ",
1138,475674477309591571,Lequidblue,1,5693,15,0,0,"ᛗ",
1139,793559585741996102,vinaywithyou,1,5677,26,0,0,"ᚾ",
1140,937048508710649866,jagmeetsingh6108,1,5677,27,0,0,"ᚹ",
1141,801187180646629397,BIGMOB,1,5673,11,1,2083,"ᛟ","ᚷ"
1142,1213756509083934750,Rashid,1,5661,34,0,0,"ᛇ",
1143,946280568360960030,"🏇Bentu19",1,5655,21,0,0,"ᚠ",
1144,1063182307365761134,PhiBi,1,5654,30,0,0,"ᚱ",
1145,1088512100197990490,"mr_saini | NYM",1,5652,22,0,0,"ᚷ",
1146,825336319113953281,helena,1,5651,10,1,3879,"ᛃ","ᛃ"
1147,698668126715248690,xibanga1,1,5639,14,1,3358,"ᛈ","ᛇ"
1148,608622600427405324,Fiuej,1,5636,17,0,0,"ᛒ",
1149,821284665766969346,"Kiran291 | Web3Go",1,5626,21,1,2472,"ᛚ","ᚺ"
1150,1206165821169340449,Sameer777,1,5625,30,0,0,"ᚲ",
1151,890603661091291156,DIRECTOR,1,5619,20,1,2083,"ᚷ","ᚷ"
1152,928123898162212964,laddo,1,5610,33,0,0,"ᚹ",
1153,935628973789044737,Goyal,1,5606,34,0,0,"ᛒ",
1154,1180757014645837844,Augisb8,1,5593,8,1,4500,"ᛟ","ᛜ"
1155,1199611536902213683,"snu bhai",1,5585,19,0,0,"ᛜ",
1156,516968638314446850,Denji,1,5571,21,0,0,"ᚠ",
1157,597450535083311157,srikant1455,1,5566,29,0,0,"ᛒ",
1158,888423748376616971,"Mr sm | Web3Go",1,5560,28,0,0,"ᛒ",
1159,1018816995736698970,nawab,1,5559,26,0,0,"ᚷ",
1160,1108451346283237507,"Sinr | Web3Go ⛓ SubQuery",1,5536,14,1,3813,"ᛒ","ᚺ"
1161,1027239698017554512,"kvirender656| Web3Go",1,5535,31,0,0,"ᛒ",
1162,1059852751313588224,"Elsie ⛓ SubQuery""",1,5535,34,0,0,"ᛉ",
1163,258891805091823616,"L3o 🕵 | Web3Go",1,5522,25,0,0,"ᛉ",
1164,1220399646543839312,Rashid,1,5522,33,0,0,"ᛃ",
1165,1203375784660574278,itxxjohnx,1,5516,20,0,0,"ᛟ",
1166,1213030406778130452,hyyr2,1,5512,32,0,0,"ᛏ",
1167,732785310970282016,"abhi7277| melon.ooo",1,5504,30,0,0,"ᛁ",
1168,715089403218755681,sovan,1,5487,23,0,0,"ᛃ",
1169,1214585086381391934,sherry,1,5480,14,1,3629,"ᚺ","ᛞ"
1170,1065145821907136552,londa,1,5479,13,1,2472,"ᚷ","ᚺ"
1171,1018416890873397249,Crypto007,1,5477,31,0,0,"ᛞ",
1172,1220369244676685931,Debojit,1,5468,22,0,0,"ᚲ",
1173,795048348037152820,BAsitAslam,1,5464,23,0,0,"ᛇ",
1174,930066743739707422,Mitawa,1,5459,23,0,0,"ᚺ",
1175,943016636397518878,rahul945,1,5457,24,1,2083,"ᛉ","ᚷ"
1176,947483978082951200,nikhilkundal,1,5447,4,1,4591,"ᚾ","ᚦ"
1177,1057721590462288024,"kalia | Particle",1,5444,29,0,0,"ᚹ",
1178,1201853991139684366,Rohit,1,5443,29,0,0,"ᚺ",
1179,948101798424612865,Sayan6456,1,5430,20,0,0,"ᚾ",
1180,852488118966812673,naresh65,1,5423,28,0,0,"ᛃ",
1181,876820047421648907,Ninja,1,5409,16,0,0,"ᛏ",
1182,1033039812585853008,parth,1,5403,9,1,4687,"ᚾ","ᛖ"
1183,731426254208892989,MMPR,1,5385,23,1,2083,"ᛃ","ᚷ"
1184,1053928296007614474,JonSnow.eth,1,5384,16,1,2472,"ᛗ","ᚺ"
1185,845830710890594344,"SHIVAM SINGH",1,5383,12,0,0,"ᛃ",
1186,1084676994786148352,"riya | Suiswap IDO 06/03",1,5372,17,0,0,"ᚷ",
1187,955294836062306305,ramraju,1,5365,26,0,0,"ᛃ",
1188,1071683497976143922,"junaid1027| Web3Go",1,5365,5,1,3358,"ᛉ","ᛇ"
1189,819862898502926346,"CRYPTO GIRL ❤",1,5364,24,0,0,"ᛃ",
1190,825295252826619905,bablukhaja,1,5359,8,1,4591,"ᛜ","ᚦ"
1191,1199604550697500694,"Rahena Banu",1,5351,19,0,0,"ᚹ",
1192,747288655747612753,Anupam2244,1,5312,29,0,0,"ᚱ",
1193,568139650670002186,CryptoPSP,1,5310,32,0,0,"ᛇ",
1194,1193977211179520030,"xZero 🕵",1,5289,33,0,0,"ᛈ",
1195,842371730780979211,som444600,1,5286,30,0,0,"ᚺ",
1196,913333418450886738,dienteor2000,1,5286,32,0,0,"ᛏ",
1197,1025441317666443324,sunankhan786,1,5286,6,1,3813,"ᚺ","ᚺ"
1198,974330356469735424,melon.ooo,1,5285,6,1,3879,"ᛈ","ᛃ"
1199,951366665185165332,"🏇Ankur55",1,5283,11,0,0,"ᚺ",
1200,1015253781111382026,"Dᴇᴠɪʟ",1,5275,24,0,0,"ᛗ",
1201,952373100035571732,SEKHAR,1,5271,10,1,4591,"ᚦ","ᚦ"
1202,908726699066286150,AlexSamuel54,1,5253,28,0,0,"ᚾ",
1203,435865539483664385,sthaamir,1,5252,28,0,0,"ᛒ",
1204,952399561916305408,Ganeshkundu,1,5249,14,1,3308,"ᚷ","ᚾ"
1205,837333500549136385,Kumar,1,5244,30,0,0,"ᛏ",
1206,1205858398550364181,"Queen Elsa",1,5219,11,0,0,"ᛞ",
1207,1210693521619554334,MathDaniels,1,5215,16,0,0,"ᚨ",
1208,1062453259522035757,Miles,1,5208,31,0,0,"ᚷ",
1209,1218943020716523633,sristideba,1,5201,16,0,0,"ᛖ",
1210,734730278232129597,mohit,1,5198,18,0,0,"ᚹ",
1211,937864409982861333,muril0x_,1,5197,3,1,4687,"ᛗ","ᛖ"
1212,1216069198418149549,Diskhi,1,5189,21,0,0,"ᛜ",
1213,831557083743649863,JustSri,1,5185,18,0,0,"ᛃ",
1214,837392879995191337,"🏇 Joty",1,5184,33,0,0,"ᛃ",
1215,1036123047243034775,"testnet tester",1,5176,28,0,0,"ᛚ",
1216,983765790371229786,"Sam | Web3Go",1,5174,21,1,2472,"ᚺ","ᚺ"
1217,1149628993146982440,Rishabh23,1,5173,31,0,0,"ᚱ",
1218,1044607582918168586,rektsam,1,5166,11,0,0,"ᛏ",
1219,500175192392204290,"؄VŁﾑĐ乛",1,5165,23,0,0,"ᚷ",
1220,660311095642161172,jain,1,5165,7,1,3515,"ᚹ","ᚺ"
1221,1005217090254409840,NFTwork,1,5165,24,0,0,"ᚷ",
1222,889349702066241556,cgrabhi,1,5162,33,0,0,"ᚱ",
1223,528171423009603585,"CraZy BitCoin",1,5154,31,0,0,"ᚹ",
1224,759650732286148638,anand2545,1,5149,31,0,0,"ᚷ",
1225,985580955483926549,"🕵",1,5147,15,0,0,"ᛈ",
1226,1192317796391079996,Fiazkhan,1,5143,17,0,0,"ᛚ",
1227,942099382692610139,FeelGirl,1,5140,31,0,0,"ᛉ",
1228,1093050858914185286,google,1,5137,31,0,0,"ᛈ",
1229,877860797412425728,shivysir,1,5120,13,1,3515,"ᚺ","ᚺ"
1230,964136790770470973,"krishna ⛓ SubQuery",1,5117,9,1,3515,"ᚷ","ᚺ"
1231,946367066250809414,Ranger,1,5112,17,0,0,"ᚺ",
1232,895880186199945238,"BIO FOR CODE shivabala",1,5098,24,0,0,"ᛊ",
1233,1095037785250996224,monalisha,1,5097,5,1,4591,"ᛟ","ᛟ"
1234,817812852433485865,samardh,1,5094,12,1,3214,"ᛃ","ᛃ"
1235,1033316712877138000,neha,1,5091,31,0,0,"ᛃ",
1236,941321881884192830,"Sangeeth ⛓ SubQuery",1,5090,17,1,2678,"ᛗ","ᛗ"
1237,538615294613127405,Rex,1,5086,20,0,0,"ᛒ",
1238,532457058289713156,whybroo,1,5084,30,0,0,"ᛟ",
1239,798570587332542534,suielover,1,5080,29,0,0,"ᛖ",
1240,825298652645294080,Alpesh21,1,5078,15,0,0,"ᛈ",
1241,1030806317981515876,fatima786_,1,5078,15,0,0,"ᛉ",
1242,849292768781008906,chirag#8668,1,5073,9,1,3879,"ᛃ","ᛃ"
1243,1201526963282649148,"Hyper Link",1,5071,15,0,0,"ᚲ",
1244,979293847358148658,"Web3 | Web3Go",1,5068,26,0,0,"ᚺ",
1245,911325994701455420,papun,1,5065,29,0,0,"ᛒ",
1246,927469177931960330,ravinaarora,1,5064,15,0,0,"ᚨ",
1247,758395614424727582,Vortexx,1,5058,19,0,0,"ᛟ",
1248,1206676429526536203,chicagohouson,1,5052,19,1,2083,"ᛏ","ᚷ"
1249,841262398904205342,bhinda,1,5051,27,0,0,"ᛊ",
1250,960147760135438347,paresh1204,1,5048,19,0,0,"ᛟ",
1251,1048284923435429909,maks,1,5042,14,1,2678,"ᛗ","ᛗ"
1252,837352594619367465,"Rohit |Web3Go",1,5030,4,1,4500,"ᛜ","ᛜ"
1253,946453777194549338,sinu,1,5011,25,0,0,"ᚲ",
1254,1193534617114918913,"Alex || Deform",1,5005,31,0,0,"ᛁ",
1255,952388136049205259,faizkhan96,1,4998,27,0,0,"ᚺ",
1256,1093114465014263819,ygedydgu90,1,4995,30,0,0,"ᛏ",
1257,946446338747416726,sattu,1,4981,17,0,0,"ᛗ",
1258,872395804927725578,ankur007,1,4968,27,0,0,"ᚷ",
1259,1092793881298489396,"vgdss | Depthos",1,4968,31,0,0,"ᚹ",
1260,623099242281435145,JESTER,1,4965,23,0,0,"ᛇ",
1261,896541370049765407,"Element 😽",1,4959,27,0,0,"ᛒ",
1262,1094191498016333825,"𝐊𝐡𝐚𝐧 || MediSync",1,4954,26,0,0,"ᛇ",
1263,826158521388761190,D4N1,1,4945,5,1,3358,"ᛇ","ᛇ"
1264,862730163133087794,AK47,1,4930,19,1,2472,"ᚦ","ᚺ"
1265,823588066517188608,"Huzaifa Ahmad",1,4929,14,1,3308,"ᛒ","ᚾ"
1266,973958615629168741,showmik3205,1,4929,18,0,0,"ᛊ",
1267,780356255834177566,AviArora,1,4915,32,0,0,"ᛒ",
1268,1051019701158953010,"iqbalsultan | Web3go",1,4914,17,1,2472,"ᚺ","ᚺ"
1269,884328496195833866,tise21,1,4912,29,0,0,"ᛇ",
1270,476663005824942083,"#| Full Force cupid8972",1,4911,15,0,0,"ᛞ",
1271,884002401567268864,adina5462,1,4886,14,0,0,"ᛞ",
1272,1107269735042785381,rahulpatiddar,1,4885,17,0,0,"ᛇ",
1273,1197602024926216233,"Sobhan BNB",1,4879,18,0,0,"ᚺ",
1274,825302347071619112,Krishna,1,4876,23,0,0,"ᚦ",
1275,1011188033862774796,MALIK,1,4863,12,0,0,"ᛖ",
1276,630730941744021514,Akcentparker,1,4848,27,0,0,"ᚺ",
1277,1095729113496563712,ankul,1,4847,23,0,0,"ᛇ",
1278,913727830129528863,mrfxsuraj,1,4833,8,1,3308,"ᚹ","ᚦ"
1279,1218799886355533905,Rohit,1,4831,30,0,0,"ᚺ",
1280,945667818907643924,srigobindaboro,1,4829,21,0,0,"ᛉ",
1281,1088524948332625930,nanhi,1,4816,29,0,0,"ᛞ",
1282,561574485464055810,shivam,1,4814,26,0,0,"ᚱ",
1283,847355738929102848,Tyler,1,4814,19,0,0,"ᛜ",
1284,903261818837930034,dipu3487,1,4813,12,1,3358,"ᛇ","ᛇ"
1285,1220000598590488577,dheeraj,1,4813,28,0,0,"ᛇ",
1286,968410596938760223,"🏇shreafg",1,4803,27,0,0,"ᛒ",
1287,1053854204306915418,"bossranjan68 ⚔🥷",1,4799,15,0,0,"ᛟ",
1288,838822455450533970,Vrushabh,1,4796,23,0,0,"ᚷ",
1289,1185210869039235082,Sannnn,1,4788,18,0,0,"ᛃ",
1290,908727112666607616,yogita172000,1,4780,28,0,0,"ᛉ",
1291,951881788089827348,"Aniketrraj | Web3Go",1,4778,22,0,0,"ᛃ",
1292,1208328625431126089,Three,1,4778,17,0,0,"ᚲ",
1293,858678429712515092,Vishal1456,1,4771,11,1,3629,"ᚹ","ᛞ"
1294,892648982671687720,"krishroy | MagicSquare",1,4767,22,0,0,"ᚱ",
1295,936232703882313749,AJAY,1,4752,14,1,3358,"ᛏ","ᛇ"
1296,1090586014399090798,royal,1,4751,31,0,0,"ᛉ",
1297,914912554168508477,"Shivam | 0xScore",1,4748,23,0,0,"ᛜ",
1298,1068889772891852850,XR,1,4746,13,1,3358,"ᚷ","ᛇ"
1299,828560538215907338,pankaj_mitawa,1,4742,21,0,0,"ᛃ",
1300,1212582737219813452,cqcqcqcq67,1,4735,10,0,0,"ᛁ",
1301,957878718385229864,imamitkumar,1,4727,21,0,0,"ᛁ",
1302,1038869443515793479,waseem,1,4726,17,0,0,"ᛉ",
1303,1206319836658012210,amit,1,4726,33,0,0,"ᚹ",
1304,844990235041726495,Amarjit(As)#5155,1,4710,22,0,0,"ᚠ",
1305,944302260077363251,EcoEthereal,1,4693,18,0,0,"ᚹ",
1306,840940361794191381,abhijit1009,1,4690,24,0,0,"ᛇ",
1307,990465488876343338,BeagleSwap,1,4681,14,0,0,"ᛞ",
1308,281343723684626432,IAmFluffhead,1,4672,19,0,0,"ᛒ",
1309,504542570576085002,"ABHISHEK ⛓ SubQuery",1,4653,30,0,0,"ᛒ",
1310,938780900416708609,chori.pan,1,4642,16,0,0,"ᛏ",
1311,893206397674733618,priya#6021,1,4636,16,1,2884,"ᛃ","ᛉ"
1312,690407071681871912,venky,1,4635,29,0,0,"ᚲ",
1313,831771494395674635,"Sukumar Sarkar",1,4633,22,0,0,"ᛈ",
1314,1182949565704454226,Shanewz,1,4633,18,1,2678,"ᛒ","ᛗ"
1315,942013265091915787,Ajay653540,1,4628,20,0,0,"ᛇ",
1316,1205496368597049386,Chase,1,4627,12,1,3308,"ᛖ","ᚦ"
1317,871702388094943242,4sher,1,4622,16,0,0,"ᛏ",
1318,890700806301564989,"Avijit Mondal#6498",1,4614,32,0,0,"ᚱ",
1319,460340095707512843,"achuammu |AncoraFinance | Xircus",1,4597,24,0,0,"ᛟ",
1320,1042290461500510238,"Gojo | 사토루",1,4596,21,0,0,"ᚠ",
1321,840937041319428146,AnkitSingh,1,4585,29,0,0,"ᛁ",
1322,1175120668866646127,"Cheeku🕵",1,4571,20,0,0,"ᛊ",
1323,695797819516387389,"Ayush 🕵",1,4567,20,0,0,"ᛃ",
1324,837409049167134730,realenjoy9313,1,4565,9,1,2884,"ᛉ","ᛉ"
1325,508952418860400640,"Royal raja",1,4558,17,0,0,"ᛈ",
1326,1220375393131958272,631569,1,4552,26,0,0,"ᛉ",
1327,1102879391115124768,King,1,4538,19,0,0,"ᛉ",
1328,1197217553869713538,Kiwi47,1,4534,17,0,0,"ᛟ",
1329,1125469896617246760,Kennethyt,1,4515,27,0,0,"ᚷ",
1330,510435909544443904,"ACT 376 ⛓ SubQuery",1,4496,21,0,0,"ᚨ",
1331,1218468431586922538,"rk virat",1,4479,29,0,0,"ᛊ",
1332,1134770442280898572,"jhonson karl",1,4478,13,0,0,"ᚾ",
1333,1204285939191386173,"Soumalya✨",1,4477,24,0,0,"ᚹ",
1334,787499238010781706,TUSHAR,1,4475,28,0,0,"ᛇ",
1335,831028089920290856,"AMAN || WEB3GO",1,4454,17,0,0,"ᛈ",
1336,579713215781404692,Ramith,1,4447,22,0,0,"ᛇ",
1337,1136336942338945104,alone,1,4442,13,0,0,"ᚠ",
1338,1168925360671428661,itxx_ankitz,1,4434,20,0,0,"ᚹ",
1339,1109315331970826251,vikramkumar,1,4430,7,1,3358,"ᛒ","ᛇ"
1340,1044475017867563088,bharti183183,1,4409,18,0,0,"ᚢ",
1341,787195440105127937,Bharbatos,1,4405,12,1,2472,"ᛒ","ᚺ"
1342,1219975744630034528,narpatganwliya,1,4402,21,0,0,"ᛇ",
1343,844936671069077505,pksah986,1,4390,9,1,3358,"ᛇ","ᛇ"
1344,771946458605813780,"Mash burndead",1,4388,16,0,0,"ᛇ",
1345,1109317922955989072,ayushhsuiswap,1,4385,19,0,0,"ᛖ",
1346,1054577609985490976,usinardinkar0659,1,4383,22,0,0,"ᛏ",
1347,841949999785181184,"XRAM0 🐜",1,4378,2,1,4017,"ᛁ","ᚢ"
1348,1044718281031950377,Dany1k,1,4373,2,1,4017,"ᚢ","ᚢ"
1349,1022352655386943499,floki,1,4370,24,0,0,"ᛒ",
1350,597382745261604868,sriful11,1,4360,25,0,0,"ᛊ",
1351,735716442112262195,"Vivek Narsale",1,4360,18,0,0,"ᛉ",
1352,1178207278470537228,mama9330,1,4355,23,0,0,"ᛊ",
1353,1023156390614794290,pabcrypto,1,4354,11,0,0,"ᛗ",
1354,960398410492559420,"Halo  jk",1,4344,9,0,0,"ᛁ",
1355,887019879310434414,"Inspect 2.0",1,4340,26,0,0,"ᛒ",
1356,991692064704176129,SocioPath,1,4336,28,0,0,"ᛈ",
1357,1205048150038155345,Amarta,1,4317,23,0,0,"ᛉ",
1358,1210551547302518785,Simang,1,4317,21,0,0,"ᚷ",
1359,725019550063788093,Zet,1,4302,19,0,0,"ᚷ",
1360,1204862161244131381,Joydip2,1,4291,19,0,0,"ᚷ",
1361,844929254243303465,"AKSHAYMAITI1 |Web3Go🕵",1,4290,15,0,0,"ᚾ",
1362,746180897635565658,"Fraank INKonBTC",1,4286,22,0,0,"ᛈ",
1363,843767069397090344,"DAX🌊 | Web3Go",1,4275,27,0,0,"ᚾ",
1364,1077297422419640492,singhraju45,1,4272,19,0,0,"ᛇ",
1365,1034690001226706984,Raghuvamsi,1,4268,8,0,0,"ᚠ",
1366,537390534646431754,72hrs,1,4246,22,0,0,"ᛟ",
1367,1028190159075807283,paras1443,1,4235,24,0,0,"ᛖ",
1368,843804600792252416,Whoareyou,1,4225,26,0,0,"ᛏ",
1369,1168487210245439509,virumahe51,1,4225,21,0,0,"ᚲ",
1370,837208739529883700,"Mehfuz Aalam",1,4214,21,0,0,"ᛖ",
1371,839485150395629608,Marcos,1,4207,11,1,2472,"ᚾ","ᚺ"
1372,852131186608308256,Homecoming05,1,4207,19,0,0,"ᛊ",
1373,946957918224404520,"Mohammed Zakiullah",1,4198,10,1,2884,"ᚺ","ᛉ"
1374,907538496900710443,krish665,1,4186,21,0,0,"ᚢ",
1375,938923603662078012,"(RREDA)Sion (Иван Пузиков)",1,4185,16,0,0,"ᚲ",
1376,890880802630541323,Rashmikhatun,1,4180,14,0,0,"ᛗ",
1377,1220392209300455424,Sony,1,4180,15,0,0,"ᚷ",
1378,841141785790251058,Bishnu,1,4176,6,1,3879,"ᛃ","ᛃ"
1379,591329602706604043,S.Devil,1,4173,26,0,0,"ᚹ",
1380,822828370047664209,ITACHIX007,1,4172,13,0,0,"ᛞ",
1381,719381309402775614,ShinobuTakeru,1,4170,4,1,3515,"ᛊ","ᚺ"
1382,986165179068854313,"Player one",1,4169,22,0,0,"ᚾ",
1383,944058593777451028,Rontee,1,4162,31,0,0,"ᚦ",
1384,562526133774450718,Rohan,1,4159,8,0,0,"ᛈ",
1385,828342509390004254,hjainrock1,1,4153,29,0,0,"ᚷ",
1386,570173844942487553,Goheldharmesh,1,4146,19,0,0,"ᚠ",
1387,893135448615047200,Allam_sns,1,4140,20,0,0,"ᚷ",
1388,866685576006860810,dhiraj7367,1,4132,6,1,3308,"ᚦ","ᚦ"
1389,1153191599489171536,qurbaankhan,1,4128,25,0,0,"ᚱ",
1390,1185254443093069977,SANCHO,1,4126,18,0,0,"ᛜ",
1391,952192830879715368,Kingkhan,1,4122,23,0,0,"ᚨ",
1392,805436033331757057,ZZ,1,4121,13,0,0,"ᛉ",
1393,865689988984733746,levisantos321,1,4117,22,0,0,"ᚱ",
1394,952228625002954772,Sport,1,4113,25,0,0,"ᚷ",
1395,1220364112781906011,Nimra12,1,4113,10,0,0,"ᚺ",
1396,1201528877005144194,MrNokia,1,4100,15,0,0,"ᚷ",
1397,1085918001984966686,sandeep,1,4091,15,0,0,"ᛈ",
1398,979426395627343872,mrhimanshu5,1,4083,18,0,0,"ᛇ",
1399,825198336750780467,Mr.wick,1,4082,16,0,0,"ᚠ",
1400,891321862901096468,ganeshchauhan,1,4078,15,0,0,"ᛇ",
1401,879210244834721822,Spyd,1,4077,18,0,0,"ᛗ",
1402,1126793011431493653,"The Air",1,4075,17,0,0,"ᛒ",
1403,1036302365600526376,Ayush,1,4069,21,0,0,"ᚷ",
1404,1190992891879886938,rampratap,1,4054,21,0,0,"ᚨ",
1405,948105758954885150,raaaaaun,1,4043,13,0,0,"ᚱ",
1406,1133029902954791012,guru,1,4040,16,0,0,"ᛇ",
1407,925347760176250900,SachinK9149,1,4035,17,0,0,"ᛃ",
1408,1035824833877000253,Sidd#8020,1,4029,19,0,0,"ᛗ",
1409,850257998336622622,dheeraj1300#00,1,4020,16,0,0,"ᛈ",
1410,694563859192610826,Silencer,1,4017,1,1,4017,"ᚢ","ᚢ"
1411,840099753114337300,suraj1,1,4014,20,0,0,"ᚹ",
1412,946039716145397780,ravi273,1,4014,15,0,0,"ᛜ",
1413,653814117521686539,KingsMan,1,4011,10,0,0,"ᛏ",
1414,934171815465615490,cpt,1,4010,22,0,0,"ᛇ",
1415,1047458439921672223,kdurga09,1,3996,25,0,0,"ᛞ",
1416,1048483571200962580,"Badland |",1,3991,9,0,0,"ᛖ",
1417,839184798748508222,Abhinotyt,1,3986,8,0,0,"ᛟ",
1418,887459265881731072,itz_aadarsh,1,3978,11,0,0,"ᛞ",
1419,1126741044084604959,"uday14garg | Inspect 2.0",1,3975,18,0,0,"ᚺ",
1420,704028815868821639,tut,1,3968,10,0,0,"ᚠ",
1421,548087080388132866,ALIBABA,1,3967,17,0,0,"ᛃ",
1422,1044514041894289438,AbhiSinha,1,3966,19,0,0,"ᛈ",
1423,1167480029974892589,"Bhuwan ⛓ SubQuery",1,3943,21,0,0,"ᛊ",
1424,1189828255470067783,"Suraj Trivedi",1,3940,20,0,0,"ᛃ",
1425,1201538065257222194,"Quantum Link",1,3918,15,0,0,"ᚹ",
1426,1091067449308368988,USSINMER1,1,3915,15,0,0,"ᛁ",
1427,495945440982728704,"hamzasalik⛓ SubQuery web3go",1,3914,17,0,0,"ᛈ",
1428,897390952946212894,"sk02013 | Web3Go",1,3907,15,0,0,"ᚷ",
1429,747024652198608958,saheb4727,1,3905,18,0,0,"ᚦ",
1430,1065138547851542589,bijoy,1,3901,15,0,0,"ᚺ",
1431,898802079580160030,CM_joseph,1,3899,18,0,0,"ᛁ",
1432,712389739394891888,"kamran | Margin",1,3895,19,0,0,"ᚠ",
1433,832105175686053939,alpha123,1,3889,13,0,0,"ᛞ",
1434,949181163501649981,nikhiljswl,1,3880,21,0,0,"ᛇ",
1435,1205742814382784573,mavruoo,1,3868,13,0,0,"ᚷ",
1436,909317278192001055,"devanjali | Web3Go",1,3857,10,0,0,"ᚾ",
1437,824610897133436958,Ammu,1,3856,28,0,0,"ᛏ",
1438,692341340159344670,ArghayaSaha,1,3852,8,0,0,"ᚷ",
1439,987329848810819604,"aluboy  | Web3Go",1,3851,25,0,0,"ᛞ",
1440,892432727251513395,Aanix121,1,3848,25,0,0,"ᛒ",
1441,1133412787406778488,vikash9927,1,3832,30,0,0,"ᚺ",
1442,898802526651043851,surfer,1,3819,18,0,0,"ᛈ",
1443,1213096109522554943,Anku,1,3807,19,0,0,"ᚺ",
1444,971649506959589396,"pinaki bose",1,3797,14,0,0,"ᛏ",
1445,896717998864355358,"LORD MARATHA",1,3794,18,0,0,"ᛏ",
1446,1209594222777475102,Jatt,1,3790,26,0,0,"ᛊ",
1447,753117061785321506,worldsee,1,3783,17,0,0,"ᚷ",
1448,1080006404825432084,"ANISH908 ⛓ SubQuery",1,3777,12,0,0,"ᛞ",
1449,1099918146481160273,PrettyDamNifty,1,3771,24,0,0,"ᛁ",
1450,951835679036440576,Berserk,1,3761,28,0,0,"ᚷ",
1451,1213403996631470140,Reiselie,1,3753,17,0,0,"ᚺ",
1452,1103511824856514561,"King|The only one",1,3740,22,0,0,"ᛁ",
1453,1218899332506587158,meshakc253,1,3737,16,0,0,"ᛃ",
1454,863356345143132190,PadmaRavi,1,3735,13,0,0,"ᛗ",
1455,1006044133535785000,bisht_pratham001,1,3734,17,0,0,"ᛏ",
1456,478178083786981376,"Abhi | Web3Go",1,3725,5,1,3515,"ᛊ","ᚺ"
1457,897491823457603616,Harish,1,3722,28,0,0,"ᛒ",
1458,921746359130931201,rahulh1221,1,3718,20,0,0,"ᛒ",
1459,1199891205564137633,Kavita,1,3713,26,0,0,"ᛖ",
1460,866399222849208332,"TGsparkx ⛓ SubQuery",1,3710,15,0,0,"ᚷ",
1461,832114667086282822,mdabdulkhalek5590,1,3703,17,0,0,"ᚷ",
1462,619867390959812623,ASHISH,1,3702,17,0,0,"ᚷ",
1463,971636016853164042,"bikash_shaw | melon.ooo",1,3701,14,0,0,"ᛖ",
1464,1038407754798350399,Priya,1,3701,30,0,0,"ᛒ",
1465,708211493757517825,"Purnendu Sarkar",1,3697,23,0,0,"ᚷ",
1466,921348175648948224,md,1,3696,13,0,0,"ᚹ",
1467,737337750541303890,RashAbhay,1,3688,18,0,0,"ᚠ",
1468,825552682395238431,rohitran9,1,3687,17,0,0,"ᛃ",
1469,825338670592032779,Berstop,1,3684,17,0,0,"ᛇ",
1470,946282318090346507,"🏇killer21",1,3677,21,0,0,"ᚠ",
1471,1049711090847711333,"frank / Web3Go",1,3650,23,0,0,"ᛃ",
